8, 298, 16, 83, 418, 11, 32, 1166, 65;
3, 292, 10, 91, 396, -7, 15, 1141, 41;
5, 291, 10, 116, 391, -8, 20, 1138, 40;
10, 295, 13, 153, 397, 2, 40, 1150, 54;
8, 291, 10, 169, 382, -7, 34, 1136, 41;
10, 290, 10, 195, 375, -7, 41, 1133, 41;
17, 295, 16, 237, 385, 9, 68, 1151, 62;
16, 291, 13, 252, 368, 0, 63, 1137, 51;
20, 294, 16, 286, 369, 10, 81, 1146, 63;
17, 288, 11, 295, 344, -4, 68, 1124, 45;
19, 288, 12, 320, 336, -2, 77, 1123, 48;
21, 287, 12, 343, 327, 0, 84, 1121, 50;
20, 284, 10, 358, 308, -7, 81, 1108, 41;
24, 285, 12, 385, 302, 0, 95, 1112, 50;
24, 283, 12, 402, 286, -2, 97, 1104, 47;
25, 281, 11, 419, 270, -5, 98, 1096, 44;
32, 285, 16, 454, 273, 12, 125, 1112, 66;
29, 280, 13, 459, 246, 0, 114, 1092, 51;
30, 278, 13, 474, 230, 0, 118, 1086, 51;
31, 276, 13, 489, 214, 0, 122, 1080, 51;
28, 271, 9, 490, 185, -11, 110, 1058, 36;
33, 274, 13, 517, 182, 2, 131, 1070, 54;
33, 271, 12, 525, 161, 0, 129, 1059, 49;
30, 266, 9, 524, 132, -11, 118, 1039, 36;
31, 264, 9, 534, 115, -11, 121, 1033, 36;
34, 265, 11, 549, 104, -3, 133, 1035, 46;
38, 268, 16, 569, 99, 9, 151, 1045, 63;
33, 260, 10, 557, 63, -7, 131, 1017, 41;
36, 261, 12, 568, 50, 0, 141, 1018, 50;
33, 256, 10, 563, 23, -8, 131, 1001, 40;
32, 254, 9, 562, 1, -11, 128, 990, 36;
37, 257, 14, 577, -2, 3, 147, 1002, 55;
39, 256, 15, 581, -16, 9, 153, 1001, 62;
37, 252, 13, 572, -42, 2, 144, 985, 53;
33, 247, 10, 557, -73, -9, 129, 964, 39;
32, 244, 9, 550, -94, -11, 125, 955, 37;
37, 248, 15, 561, -95, 6, 145, 969, 58;
33, 243, 11, 543, -125, -4, 130, 949, 44;
34, 243, 13, 541, -137, 1, 136, 950, 52;
36, 243, 15, 537, -149, 7, 141, 950, 60;
32, 238, 12, 516, -177, -2, 125, 931, 47;
30, 236, 11, 501, -197, -5, 119, 921, 44;
30, 235, 12, 491, -211, -2, 119, 918, 47;
30, 234, 12, 477, -226, -1, 117, 913, 48;
33, 237, 16, 475, -229, 11, 129, 924, 65;
29, 232, 13, 449, -254, 1, 113, 906, 52;
26, 229, 11, 425, -275, -4, 101, 893, 45;
29, 232, 16, 422, -274, 10, 115, 906, 63;
28, 230, 16, 402, -288, 9, 109, 900, 63;
24, 227, 14, 375, -308, 2, 96, 887, 54;
19, 222, 9, 341, -333, -9, 75, 867, 38;
24, 227, 16, 340, -325, 10, 94, 887, 63;
16, 220, 9, 297, -356, -10, 63, 858, 38;
20, 225, 15, 293, -347, 8, 81, 878, 61;
18, 223, 14, 265, -359, 5, 71, 870, 57;
12, 218, 10, 228, -380, -7, 49, 851, 41;
16, 223, 16, 221, -370, 10, 65, 870, 63;
11, 218, 12, 183, -390, -2, 43, 852, 47;
8, 217, 11, 155, -397, -4, 34, 847, 45;
11, 221, 16, 143, -388, 9, 45, 863, 63;
7, 218, 13, 108, -401, 1, 28, 851, 52;
2, 214, 10, 72, -414, -8, 9, 837, 40;
0, 214, 9, 43, -418, -10, 0, 834, 37;
3, 219, 14, 32, -403, 5, 14, 854, 58;
0, 217, 13, 1, -408, 1, 1, 848, 52;
1, 220, 16, -16, -398, 10, 6, 860, 64;
0, 220, 15, -45, -399, 8, -2, 858, 62;
-1, 221, 16, -68, -393, 11, -5, 863, 65;
-9, 214, 9, -117, -412, -9, -38, 837, 38;
-10, 216, 11, -140, -404, -6, -41, 843, 42;
-10, 218, 12, -161, -394, -1, -41, 851, 49;
-11, 219, 12, -186, -388, 0, -46, 854, 50;
-14, 218, 11, -215, -385, -4, -58, 852, 45;
-13, 222, 14, -231, -368, 4, -52, 866, 56;
-12, 225, 16, -248, -353, 11, -50, 878, 65;
-21, 219, 10, -293, -365, -9, -82, 855, 39;
-15, 226, 16, -296, -334, 11, -62, 885, 65;
-20, 225, 13, -327, -332, 2, -79, 877, 53;
-20, 227, 14, -345, -318, 5, -80, 886, 58;
-23, 226, 13, -371, -310, 1, -91, 884, 52;
-22, 230, 16, -383, -289, 9, -85, 900, 62;
-25, 229, 13, -411, -284, 1, -101, 894, 52;
-28, 229, 11, -434, -274, -3, -111, 893, 46;
-31, 228, 9, -457, -266, -10, -124, 891, 38;
-29, 233, 13, -462, -239, 1, -113, 912, 53;
-32, 233, 11, -484, -229, -4, -124, 910, 45;
-27, 240, 16, -482, -197, 11, -108, 936, 65;
-29, 240, 15, -498, -182, 8, -115, 939, 62;
-32, 240, 13, -517, -172, 1, -127, 936, 52;
-34, 240, 12, -532, -159, -2, -135, 938, 47;
-31, 246, 15, -530, -129, 9, -122, 959, 62;
-35, 244, 12, -549, -121, 0, -137, 954, 49;
-33, 248, 15, -549, -95, 6, -130, 969, 58;
-32, 251, 16, -550, -72, 10, -126, 982, 64;
-34, 251, 14, -561, -59, 4, -134, 982, 56;
-37, 250, 11, -575, -49, -4, -147, 977, 44;
-39, 251, 10, -581, -34, -8, -153, 979, 40;
-38, 253, 10, -580, -13, -6, -151, 988, 42;
-35, 258, 14, -570, 15, 3, -138, 1008, 54;
-38, 257, 11, -578, 26, -6, -149, 1004, 43;
-39, 257, 9, -580, 39, -11, -155, 1004, 36;
-38, 260, 10, -572, 63, -7, -149, 1017, 42;
-33, 267, 15, -552, 96, 7, -129, 1042, 60;
-33, 268, 14, -548, 113, 4, -131, 1046, 57;
-38, 265, 9, -556, 116, -10, -148, 1034, 38;
-33, 271, 14, -533, 148, 3, -128, 1058, 55;
-32, 272, 13, -524, 164, 2, -128, 1063, 53;
-33, 273, 12, -517, 178, -1, -130, 1064, 48;
-33, 274, 11, -506, 193, -3, -129, 1069, 46;
-32, 275, 11, -494, 208, -5, -128, 1073, 44;
-31, 277, 12, -477, 227, -2, -121, 1082, 47;
-30, 279, 12, -461, 243, -2, -117, 1088, 47;
-25, 283, 15, -434, 268, 7, -100, 1106, 60;
-25, 283, 14, -420, 279, 3, -100, 1107, 55;
-27, 282, 11, -411, 283, -6, -108, 1100, 43;
-27, 282, 10, -395, 294, -9, -107, 1101, 39;
-26, 283, 10, -374, 307, -8, -101, 1107, 40;
-20, 289, 14, -340, 332, 4, -80, 1127, 56;
-22, 287, 11, -327, 334, -4, -85, 1120, 45;
-19, 289, 12, -300, 349, 0, -75, 1129, 50;
-16, 291, 14, -273, 362, 2, -65, 1137, 54;
-14, 293, 14, -247, 373, 5, -56, 1143, 57;
-13, 292, 13, -226, 377, 1, -54, 1142, 53;
-10, 295, 15, -195, 390, 7, -41, 1152, 60;
-12, 292, 12, -179, 387, -2, -47, 1142, 47;
-7, 296, 15, -143, 403, 8, -27, 1157, 60;
-9, 292, 11, -131, 393, -6, -38, 1141, 43;
-2, 298, 16, -86, 415, 11, -9, 1165, 65;
-1, 297, 15, -63, 414, 8, -7, 1162, 61;
-4, 293, 11, -50, 402, -5, -18, 1145, 43;
-2, 293, 11, -23, 404, -5, -11, 1145, 44;
0, 295, 13, 9, 410, 0, 3, 1153, 51;
3, 296, 14, 40, 413, 4, 14, 1158, 56;
4, 295, 13, 63, 407, 0, 15, 1152, 51;
8, 297, 15, 97, 412, 7, 31, 1160, 60;
5, 292, 10, 108, 393, -7, 19, 1140, 41;
9, 294, 13, 144, 398, 1, 37, 1149, 52;
11, 294, 13, 170, 393, 1, 44, 1148, 53;
12, 293, 12, 193, 384, 0, 47, 1142, 49;
16, 295, 15, 228, 387, 8, 65, 1152, 61;
13, 290, 11, 238, 365, -5, 53, 1131, 44;
19, 293, 15, 277, 370, 8, 77, 1145, 61;
20, 292, 14, 297, 358, 5, 79, 1138, 58;
17, 286, 10, 307, 334, -7, 68, 1118, 41;
18, 285, 10, 328, 323, -8, 73, 1113, 40;
25, 289, 16, 367, 329, 9, 100, 1130, 62;
24, 285, 12, 379, 307, 0, 93, 1114, 50;
28, 287, 16, 409, 304, 10, 112, 1122, 63;
26, 282, 12, 416, 279, -1, 102, 1102, 49;
28, 282, 14, 439, 269, 2, 112, 1102, 54;
28, 280, 12, 452, 250, 0, 111, 1092, 49;
26, 275, 9, 458, 224, -11, 102, 1073, 36;
30, 276, 12, 482, 218, -1, 118, 1080, 49;
35, 279, 16, 508, 213, 10, 136, 1088, 63;
32, 273, 12, 509, 184, -1, 124, 1067, 48;
34, 273, 14, 526, 171, 3, 133, 1066, 54;
30, 267, 9, 523, 141, -9, 120, 1044, 38;
34, 268, 12, 541, 130, -1, 132, 1047, 48;
36, 268, 14, 554, 118, 3, 141, 1047, 55;
32, 262, 9, 547, 85, -10, 126, 1023, 38;
34, 262, 11, 558, 72, -4, 134, 1022, 45;
39, 265, 16, 577, 67, 9, 153, 1033, 63;
37, 260, 13, 573, 40, 2, 144, 1017, 53;
34, 256, 11, 567, 14, -5, 136, 1000, 44;
36, 256, 13, 574, 0, 0, 143, 1001, 52;
36, 254, 13, 573, -19, 0, 142, 993, 51;
38, 254, 14, 577, -32, 5, 149, 993, 58;
39, 254, 16, 579, -46, 10, 154, 992, 64;
37, 250, 14, 567, -72, 4, 145, 976, 56;
34, 246, 12, 555, -98, -2, 135, 961, 47;
35, 246, 13, 553, -111, 2, 140, 960, 54;
32, 241, 10, 535, -140, -7, 125, 941, 41;
32, 240, 11, 529, -154, -3, 127, 938, 46;
30, 237, 10, 514, -176, -8, 119, 926, 40;
28, 234, 9, 499, -197, -11, 112, 916, 36;
35, 240, 16, 510, -191, 11, 138, 939, 65;
28, 232, 10, 476, -227, -7, 110, 908, 41;
28, 231, 11, 463, -241, -5, 109, 904, 43;
26, 230, 10, 446, -257, -6, 104, 897, 42;
31, 234, 16, 448, -254, 11, 123, 915, 65;
28, 231, 15, 425, -273, 6, 112, 903, 59;
25, 228, 13, 400, -293, 1, 100, 891, 52;
25, 228, 14, 383, -303, 4, 99, 890, 56;
20, 223, 11, 352, -326, -6, 81, 872, 43;
18, 221, 10, 327, -340, -9, 72, 864, 39;
16, 220, 9, 304, -353, -10, 64, 858, 37;
22, 226, 16, 303, -341, 11, 86, 882, 64;
17, 221, 13, 268, -361, 0, 67, 865, 51;
12, 217, 9, 234, -380, -9, 48, 849, 38;
17, 223, 16, 230, -367, 11, 68, 872, 64;
10, 217, 11, 188, -391, -5, 41, 849, 44;
10, 218, 13, 168, -391, 0, 42, 853, 51;
12, 221, 16, 152, -386, 10, 47, 864, 63;
5, 216, 11, 110, -407, -6, 21, 842, 43;
3, 215, 10, 82, -411, -6, 13, 840, 42;
7, 220, 16, 72, -397, 9, 27, 859, 62;
2, 217, 13, 36, -408, 0, 9, 848, 52;
-2, 213, 9, -1, -420, -10, -10, 834, 37;
0, 218, 13, -15, -407, 2, -1, 850, 54;
-2, 217, 13, -44, -407, 0, -10, 848, 51;
-6, 215, 11, -77, -411, -5, -24, 841, 44;
-9, 214, 10, -108, -413, -9, -36, 837, 39;
-6, 219, 14, -119, -394, 5, -24, 857, 57;
-6, 221, 16, -142, -386, 9, -26, 864, 62;
-12, 218, 12, -180, -392, -3, -47, 850, 47;
-11, 221, 14, -198, -378, 4, -44, 862, 56;
-16, 218, 11, -234, -382, -6, -64, 851, 42;
-12, 224, 16, -242, -357, 10, -49, 875, 63;
-14, 225, 16, -267, -349, 9, -57, 877, 62;
-17, 224, 14, -295, -345, 4, -69, 874, 55;
-19, 225, 14, -318, -335, 3, -75, 878, 55;
-24, 222, 10, -352, -335, -7, -95, 867, 41;
-23, 226, 13, -365, -315, 0, -90, 883, 51;
-27, 224, 10, -394, -311, -8, -107, 875, 40;
-22, 231, 16, -396, -280, 9, -89, 903, 62;
-26, 230, 13, -422, -273, 2, -102, 899, 53;
-28, 230, 12, -444, -263, -2, -112, 899, 48;
-26, 235, 15, -450, -237, 8, -103, 918, 61;
-29, 234, 13, -473, -229, 1, -116, 915, 52;
-29, 237, 14, -483, -208, 5, -114, 926, 57;
-33, 236, 11, -506, -201, -4, -130, 921, 45;
-29, 242, 16, -504, -169, 10, -115, 945, 63;
-33, 240, 12, -527, -163, 0, -131, 938, 50;
-36, 239, 10, -545, -153, -8, -144, 935, 40;
-31, 247, 16, -534, -115, 11, -121, 967, 65;
-35, 245, 12, -555, -109, -1, -139, 957, 49;
-34, 248, 13, -557, -86, 2, -135, 969, 54;
-33, 252, 15, -557, -62, 7, -130, 983, 60;
-38, 248, 10, -577, -59, -7, -151, 970, 41;
-38, 251, 11, -577, -38, -5, -149, 980, 43;
-36, 255, 13, -573, -12, 0, -142, 995, 51;
-34, 258, 14, -567, 12, 5, -135, 1009, 58;
-37, 258, 12, -575, 23, -2, -145, 1006, 47;
-38, 258, 10, -577, 37, -7, -150, 1008, 42;
-34, 264, 14, -560, 69, 5, -133, 1031, 58;
-38, 261, 9, -571, 73, -9, -151, 1018, 38;
-36, 265, 12, -558, 99, -2, -141, 1034, 47;
-31, 271, 16, -536, 132, 11, -122, 1059, 65;
-36, 267, 10, -547, 131, -7, -143, 1042, 41;
-36, 268, 10, -538, 148, -8, -141, 1048, 40;
-30, 275, 15, -511, 181, 7, -120, 1074, 59;
-29, 277, 15, -498, 200, 8, -115, 1082, 61;
-28, 278, 15, -485, 216, 8, -112, 1088, 61;
-27, 280, 16, -470, 234, 9, -107, 1095, 62;
-29, 279, 12, -465, 240, 0, -116, 1088, 49;
-28, 281, 13, -447, 256, 0, -111, 1095, 51;
-30, 278, 9, -441, 260, -10, -120, 1087, 37;
-23, 286, 15, -404, 292, 7, -93, 1115, 60;
-22, 287, 15, -385, 305, 7, -88, 1120, 59;
-21, 288, 15, -365, 319, 7, -83, 1125, 60;
-25, 283, 9, -362, 312, -10, -101, 1107, 37;
-19, 290, 14, -324, 341, 5, -74, 1132, 58;
-17, 291, 15, -300, 352, 6, -68, 1137, 59;
-19, 289, 11, -288, 352, -3, -75, 1128, 46;
-13, 294, 16, -250, 375, 9, -52, 1148, 63;
-12, 294, 15, -228, 381, 7, -48, 1149, 60;
-11, 294, 15, -204, 387, 6, -44, 1150, 58;
-11, 293, 12, -186, 387, 0, -46, 1144, 50;
-7, 296, 15, -151, 401, 8, -29, 1157, 61;
-8, 294, 13, -133, 398, 0, -33, 1148, 51;
-2, 298, 16, -95, 414, 12, -11, 1165, 66;
-2, 297, 15, -73, 413, 7, -10, 1160, 60;
-5, 293, 10, -61, 400, -7, -22, 1142, 41;
-4, 292, 9, -36, 399, -9, -19, 1140, 38;
0, 295, 13, 0, 409, 0, 0, 1153, 51;
5, 298, 16, 37, 419, 10, 19, 1165, 63;
1, 293, 11, 48, 402, -5, 6, 1145, 43;
5, 295, 13, 81, 406, 0, 20, 1151, 51;
4, 292, 10, 99, 394, -8, 16, 1139, 40;
7, 293, 12, 132, 396, -1, 31, 1146, 48;
7, 291, 10, 150, 384, -9, 28, 1135, 39;
13, 294, 14, 189, 391, 4, 51, 1149, 56;
16, 295, 15, 219, 388, 7, 62, 1152, 60;
17, 294, 15, 244, 381, 8, 69, 1149, 61;
16, 291, 12, 259, 364, 0, 64, 1135, 50;
14, 286, 9, 273, 344, -11, 56, 1119, 37;
20, 290, 14, 311, 349, 3, 80, 1133, 55;
22, 290, 14, 335, 340, 5, 88, 1131, 57;
20, 285, 11, 345, 317, -5, 80, 1113, 43;
21, 283, 10, 364, 303, -8, 82, 1105, 40;
27, 287, 15, 400, 306, 7, 107, 1121, 60;
27, 284, 13, 414, 287, 2, 105, 1109, 54;
26, 281, 12, 427, 267, -3, 102, 1097, 46;
27, 279, 12, 444, 253, -3, 107, 1091, 46;
29, 279, 13, 465, 242, 1, 116, 1091, 52;
27, 275, 10, 471, 216, -8, 108, 1073, 40;
29, 274, 11, 487, 202, -6, 115, 1070, 43;
30, 273, 11, 501, 186, -5, 119, 1064, 44;
33, 273, 13, 519, 175, 0, 129, 1065, 51;
32, 270, 11, 526, 153, -3, 127, 1054, 46;
38, 273, 16, 551, 150, 11, 148, 1066, 65;
34, 267, 13, 548, 120, 0, 136, 1044, 50;
31, 262, 9, 543, 90, -11, 123, 1023, 36;
35, 264, 12, 560, 82, 0, 138, 1029, 49;
33, 259, 10, 558, 55, -8, 130, 1013, 40;
40, 264, 16, 581, 56, 11, 156, 1031, 65;
34, 256, 10, 565, 18, -7, 133, 1000, 41;
39, 260, 16, 583, 16, 9, 154, 1014, 62;
33, 251, 9, 562, -23, -11, 128, 981, 37;
39, 256, 15, 581, -23, 9, 153, 999, 62;
34, 249, 11, 563, -56, -5, 134, 973, 44;
39, 253, 16, 575, -59, 10, 153, 986, 64;
38, 250, 15, 568, -81, 8, 149, 976, 61;
34, 245, 12, 551, -109, -1, 135, 957, 48;
30, 240, 9, 533, -138, -12, 120, 937, 35;
34, 243, 13, 538, -142, 2, 136, 948, 53;
29, 236, 9, 514, -175, -12, 115, 924, 35;
32, 239, 12, 514, -180, 0, 127, 932, 50;
31, 236, 12, 501, -199, -1, 122, 924, 48;
29, 234, 11, 484, -219, -4, 115, 914, 44;
33, 237, 16, 485, -219, 10, 131, 927, 64;
27, 231, 11, 453, -251, -5, 107, 901, 44;
31, 234, 16, 452, -250, 10, 123, 916, 64;
29, 232, 15, 433, -266, 9, 116, 908, 62;
22, 225, 10, 396, -299, -9, 89, 880, 39;
23, 226, 12, 383, -306, -2, 92, 883, 47;
25, 228, 15, 373, -308, 7, 100, 891, 60;
24, 227, 15, 351, -321, 6, 93, 885, 59;
17, 220, 9, 311, -349, -10, 67, 860, 37;
21, 225, 15, 308, -340, 9, 85, 880, 62;
19, 224, 15, 282, -352, 6, 76, 873, 58;
16, 221, 13, 254, -365, 2, 65, 865, 53;
11, 217, 10, 219, -384, -8, 46, 849, 40;
15, 222, 15, 211, -374, 9, 61, 868, 62;
10, 218, 12, 176, -390, -1, 42, 853, 49;
10, 219, 13, 153, -393, 2, 40, 855, 53;
11, 221, 16, 136, -388, 11, 45, 865, 65;
5, 216, 12, 95, -406, -3, 20, 845, 46;
2, 215, 11, 66, -412, -5, 11, 841, 44;
4, 218, 14, 49, -404, 4, 16, 853, 56;
1, 217, 13, 18, -408, 0, 5, 848, 52;
-3, 214, 10, -16, -417, -7, -11, 837, 41;
0, 219, 14, -30, -403, 5, -1, 854, 58;
-6, 214, 10, -72, -416, -9, -27, 836, 39;
-2, 221, 16, -79, -394, 10, -9, 862, 64;
-11, 214, 9, -128, -413, -11, -43, 835, 36;
-6, 220, 15, -134, -389, 7, -25, 861, 60;
-12, 217, 11, -173, -396, -4, -48, 847, 44;
-15, 215, 9, -205, -396, -11, -62, 842, 36;
-17, 216, 9, -229, -388, -10, -67, 846, 38;
-17, 218, 10, -251, -378, -7, -69, 852, 42;
-13, 225, 16, -258, -351, 10, -54, 877, 63;
-18, 222, 13, -292, -352, 0, -72, 868, 51;
-23, 219, 9, -327, -354, -12, -93, 856, 35;
-18, 227, 15, -328, -323, 8, -73, 886, 61;
-24, 224, 11, -362, -323, -3, -94, 875, 46;
-21, 229, 15, -371, -299, 8, -84, 895, 61;
-24, 229, 14, -395, -290, 4, -94, 895, 55;
-27, 228, 11, -421, -284, -3, -108, 890, 46;
-27, 230, 13, -436, -266, 0, -108, 900, 51;
-27, 233, 14, -449, -247, 3, -108, 910, 55;
-26, 237, 16, -459, -225, 9, -104, 924, 63;
-31, 234, 12, -486, -221, -1, -122, 915, 48;
-32, 236, 12, -501, -205, -2, -127, 920, 47;
-30, 241, 15, -503, -177, 8, -117, 940, 61;
-29, 243, 16, -512, -157, 10, -116, 950, 64;
-36, 239, 10, -540, -157, -6, -141, 935, 42;
-33, 245, 14, -538, -128, 4, -129, 955, 56;
-38, 242, 10, -560, -123, -9, -148, 946, 39;
-34, 248, 14, -554, -92, 3, -134, 968, 55;
-34, 250, 14, -560, -73, 3, -135, 975, 55;
-38, 248, 10, -575, -65, -7, -150, 968, 41;
-35, 253, 13, -569, -36, 2, -139, 988, 53;
-35, 255, 14, -569, -15, 3, -138, 997, 55;
-35, 257, 14, -570, 3, 3, -138, 1003, 54;
